"County Code","District Code","School Code","Filler","Test Year","Subgroup ID","Test Type","Total Number Tested at Entity Level and Demographic","Total Number Tested with Valid Scores at this Demographic","Grade","Test Id","CAA Science Reported Enrollment","Total Number of Students Tested","Mean Percent Correct","Percentage in Preliminary Indicator Category 1","Percentage in Preliminary Indicator Category 2","Percentage in Preliminary Indicator Category 3","Total Number of Students with Valid Scores"
"27","00000","0000000","","2019","1","Y","137","137","5","18","64","60","60.0","10.00","81.67","8.33","60"
"27","00000","0000000","","2019","1","Y","137","137","8","18","46","36","62.4","13.89","77.78","8.33","36"
"27","00000","0000000","","2019","1","Y","137","137","10","18","7","6","*","*","*","*","6"
"27","00000","0000000","","2019","1","Y","137","137","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","1","Y","137","137","12","18","61","32","49.2","18.75","71.88","9.38","32"
"27","00000","0000000","","2019","1","Y","137","137","13","18","194","137","","12.41","77.37","10.22","137"
"27","00000","0000000","","2019","3","Y","102","102","5","18","46","44","61.8","9.09","79.55","11.36","44"
"27","00000","0000000","","2019","3","Y","102","102","8","18","34","26","64.9","11.54","76.92","11.54","26"
"27","00000","0000000","","2019","3","Y","102","102","10","18","6","6","*","*","*","*","6"
"27","00000","0000000","","2019","3","Y","102","102","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","3","Y","102","102","12","18","43","24","53.9","16.67","70.83","12.50","24"
"27","00000","0000000","","2019","3","Y","102","102","13","18","139","102","","10.78","75.49","13.73","102"
"27","00000","0000000","","2019","4","Y","35","35","5","18","18","16","55.1","12.50","87.50","0.00","16"
"27","00000","0000000","","2019","4","Y","35","35","8","18","12","10","*","*","*","*","10"
"27","00000","0000000","","2019","4","Y","35","35","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","4","Y","35","35","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","4","Y","35","35","12","18","18","8","*","*","*","*","8"
"27","00000","0000000","","2019","4","Y","35","35","13","18","55","35","","17.14","82.86","0.00","35"
"27","00000","0000000","","2019","6","Y","69","69","5","18","22","21","69.2","0.00","85.71","14.29","21"
"27","00000","0000000","","2019","6","Y","69","69","8","18","25","20","63.2","10.00","85.00","5.00","20"
"27","00000","0000000","","2019","6","Y","69","69","10","18","5","4","*","*","*","*","4"
"27","00000","0000000","","2019","6","Y","69","69","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","6","Y","69","69","12","18","46","23","49.7","21.74","69.57","8.70","23"
"27","00000","0000000","","2019","6","Y","69","69","13","18","105","69","","10.14","76.81","13.04","69"
"27","00000","0000000","","2019","7","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","7","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","8","Y","17","17","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","8","Y","17","17","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","8","Y","17","17","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","8","Y","17","17","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","8","Y","17","17","12","18","12","9","*","*","*","*","9"
"27","00000","0000000","","2019","8","Y","17","17","13","18","25","17","","5.88","70.59","23.53","17"
"27","00000","0000000","","2019","28","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","28","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","28","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","31","Y","96","96","5","18","48","45","60.6","8.89","84.44","6.67","45"
"27","00000","0000000","","2019","31","Y","96","96","8","18","28","23","62.0","13.04","82.61","4.35","23"
"27","00000","0000000","","2019","31","Y","96","96","10","18","6","6","*","*","*","*","6"
"27","00000","0000000","","2019","31","Y","96","96","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","31","Y","96","96","12","18","35","20","56.0","10.00","75.00","15.00","20"
"27","00000","0000000","","2019","31","Y","96","96","13","18","129","96","","9.38","80.21","10.42","96"
"27","00000","0000000","","2019","50","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","50","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","50","Y","*","*","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","50","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","51","Y","135","135","5","18","63","59","59.7","10.17","81.36","8.47","59"
"27","00000","0000000","","2019","51","Y","135","135","8","18","45","35","62.3","14.29","77.14","8.57","35"
"27","00000","0000000","","2019","51","Y","135","135","10","18","7","6","*","*","*","*","6"
"27","00000","0000000","","2019","51","Y","135","135","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","51","Y","135","135","12","18","61","32","49.2","18.75","71.88","9.38","32"
"27","00000","0000000","","2019","51","Y","135","135","13","18","191","135","","12.59","77.04","10.37","135"
"27","00000","0000000","","2019","52","Y","12","12","5","18","9","8","*","*","*","*","8"
"27","00000","0000000","","2019","52","Y","12","12","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","52","Y","12","12","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","52","Y","12","12","13","18","14","12","","16.67","66.67","16.67","12"
"27","00000","0000000","","2019","53","Y","125","125","5","18","55","52","61.0","9.62","82.69","7.69","52"
"27","00000","0000000","","2019","53","Y","125","125","8","18","45","35","62.3","14.29","77.14","8.57","35"
"27","00000","0000000","","2019","53","Y","125","125","10","18","7","6","*","*","*","*","6"
"27","00000","0000000","","2019","53","Y","125","125","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","53","Y","125","125","12","18","57","29","49.0","17.24","75.86","6.90","29"
"27","00000","0000000","","2019","53","Y","125","125","13","18","180","125","","12.00","78.40","9.60","125"
"27","00000","0000000","","2019","74","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","74","Y","*","*","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","74","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","74","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","75","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","75","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","76","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","76","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","76","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","78","Y","108","108","5","18","53","49","58.6","12.24","79.59","8.16","49"
"27","00000","0000000","","2019","78","Y","108","108","8","18","35","26","60.9","15.38","76.92","7.69","26"
"27","00000","0000000","","2019","78","Y","108","108","10","18","5","4","*","*","*","*","4"
"27","00000","0000000","","2019","78","Y","108","108","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","78","Y","108","108","12","18","39","27","50.2","14.81","77.78","7.41","27"
"27","00000","0000000","","2019","78","Y","108","108","13","18","143","108","","12.96","78.70","8.33","108"
"27","00000","0000000","","2019","79","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","79","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","80","Y","20","20","5","18","8","8","*","*","*","*","8"
"27","00000","0000000","","2019","80","Y","20","20","8","18","8","7","*","*","*","*","7"
"27","00000","0000000","","2019","80","Y","20","20","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","80","Y","20","20","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","80","Y","20","20","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","80","Y","20","20","13","18","35","20","","15.00","70.00","15.00","20"
"27","00000","0000000","","2019","90","Y","34","34","5","18","21","18","63.5","5.56","83.33","11.11","18"
"27","00000","0000000","","2019","90","Y","34","34","8","18","9","7","*","*","*","*","7"
"27","00000","0000000","","2019","90","Y","34","34","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","90","Y","34","34","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","90","Y","34","34","12","18","11","5","*","*","*","*","5"
"27","00000","0000000","","2019","90","Y","34","34","13","18","49","34","","5.88","82.35","11.76","34"
"27","00000","0000000","","2019","91","Y","42","42","5","18","24","23","52.4","21.74","73.91","4.35","23"
"27","00000","0000000","","2019","91","Y","42","42","8","18","10","7","*","*","*","*","7"
"27","00000","0000000","","2019","91","Y","42","42","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","91","Y","42","42","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","91","Y","42","42","12","18","19","10","*","*","*","*","10"
"27","00000","0000000","","2019","91","Y","42","42","13","18","60","42","","16.67","73.81","9.52","42"
"27","00000","0000000","","2019","92","Y","21","21","5","18","5","5","*","*","*","*","5"
"27","00000","0000000","","2019","92","Y","21","21","8","18","10","9","*","*","*","*","9"
"27","00000","0000000","","2019","92","Y","21","21","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","92","Y","21","21","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","92","Y","21","21","12","18","10","6","*","*","*","*","6"
"27","00000","0000000","","2019","92","Y","21","21","13","18","27","21","","19.05","76.19","4.76","21"
"27","00000","0000000","","2019","93","Y","15","15","5","18","5","5","*","*","*","*","5"
"27","00000","0000000","","2019","93","Y","15","15","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","93","Y","15","15","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","93","Y","15","15","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","93","Y","15","15","12","18","12","6","*","*","*","*","6"
"27","00000","0000000","","2019","93","Y","15","15","13","18","26","15","","20.00","73.33","6.67","15"
"27","00000","0000000","","2019","94","Y","7","7","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","94","Y","7","7","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","94","Y","7","7","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","94","Y","7","7","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","94","Y","7","7","13","18","13","7","","*","*","*","7"
"27","00000","0000000","","2019","111","Y","41","41","5","18","16","15","58.1","13.33","73.33","13.33","15"
"27","00000","0000000","","2019","111","Y","41","41","8","18","18","13","63.1","15.38","69.23","15.38","13"
"27","00000","0000000","","2019","111","Y","41","41","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","111","Y","41","41","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","111","Y","41","41","12","18","26","12","37.9","33.33","66.67","0.00","12"
"27","00000","0000000","","2019","111","Y","41","41","13","18","65","41","","19.51","70.73","9.76","41"
"27","00000","0000000","","2019","121","Y","18","18","5","18","7","7","*","*","*","*","7"
"27","00000","0000000","","2019","121","Y","18","18","8","18","7","7","*","*","*","*","7"
"27","00000","0000000","","2019","121","Y","18","18","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","121","Y","18","18","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","121","Y","18","18","13","18","19","18","","0.00","77.78","22.22","18"
"27","00000","0000000","","2019","142","Y","67","67","5","18","42","39","55.0","15.38","79.49","5.13","39"
"27","00000","0000000","","2019","142","Y","67","67","8","18","20","15","59.8","20.00","66.67","13.33","15"
"27","00000","0000000","","2019","142","Y","67","67","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","142","Y","67","67","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","142","Y","67","67","12","18","15","9","*","*","*","*","9"
"27","00000","0000000","","2019","142","Y","67","67","13","18","88","67","","14.93","77.61","7.46","67"
"27","00000","0000000","","2019","144","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","144","Y","*","*","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","144","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","144","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","160","Y","68","68","5","18","42","39","55.0","15.38","79.49","5.13","39"
"27","00000","0000000","","2019","160","Y","68","68","8","18","21","16","61.4","18.75","68.75","12.50","16"
"27","00000","0000000","","2019","160","Y","68","68","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","160","Y","68","68","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","160","Y","68","68","12","18","15","9","*","*","*","*","9"
"27","00000","0000000","","2019","160","Y","68","68","13","18","89","68","","14.71","77.94","7.35","68"
"27","00000","0000000","","2019","170","Y","85","85","5","18","45","42","56.2","14.29","78.57","7.14","42"
"27","00000","0000000","","2019","170","Y","85","85","8","18","26","19","61.2","15.79","73.68","10.53","19"
"27","00000","0000000","","2019","170","Y","85","85","10","18","4","4","*","*","*","*","4"
"27","00000","0000000","","2019","170","Y","85","85","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","170","Y","85","85","12","18","27","18","54.2","11.11","77.78","11.11","18"
"27","00000","0000000","","2019","170","Y","85","85","13","18","114","85","","12.94","76.47","10.59","85"
"27","00000","0000000","","2019","180","Y","51","51","5","18","18","17","67.8","0.00","88.24","11.76","17"
"27","00000","0000000","","2019","180","Y","51","51","8","18","20","17","63.8","11.76","82.35","5.88","17"
"27","00000","0000000","","2019","180","Y","51","51","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","180","Y","51","51","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","180","Y","51","51","12","18","34","14","42.7","28.57","64.29","7.14","14"
"27","00000","0000000","","2019","180","Y","51","51","13","18","79","51","","11.76","78.43","9.80","51"
"27","00000","0000000","","2019","200","Y","*","*","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","200","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","200","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","201","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","201","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","202","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","202","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","202","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","204","Y","84","84","5","18","43","40","59.6","10.00","82.50","7.50","40"
"27","00000","0000000","","2019","204","Y","84","84","8","18","24","19","60.4","15.79","78.95","5.26","19"
"27","00000","0000000","","2019","204","Y","84","84","10","18","4","4","*","*","*","*","4"
"27","00000","0000000","","2019","204","Y","84","84","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","204","Y","84","84","12","18","30","19","53.8","10.53","78.95","10.53","19"
"27","00000","0000000","","2019","204","Y","84","84","13","18","111","84","","10.71","80.95","8.33","84"
"27","00000","0000000","","2019","205","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","205","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","206","Y","5","5","5","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","206","Y","5","5","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","206","Y","5","5","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","206","Y","5","5","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","206","Y","5","5","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","206","Y","5","5","13","18","7","5","","*","*","*","5"
"27","00000","0000000","","2019","207","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","207","Y","*","*","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","207","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","207","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","220","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","220","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","220","Y","*","*","13","18","*","*","","*","*","*","*"
"27","00000","0000000","","2019","224","Y","24","24","5","18","10","9","*","*","*","*","9"
"27","00000","0000000","","2019","224","Y","24","24","8","18","11","7","*","*","*","*","7"
"27","00000","0000000","","2019","224","Y","24","24","10","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","224","Y","24","24","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","224","Y","24","24","12","18","9","8","*","*","*","*","8"
"27","00000","0000000","","2019","224","Y","24","24","13","18","32","24","","20.83","70.83","8.33","24"
"27","00000","0000000","","2019","226","Y","15","15","5","18","6","6","*","*","*","*","6"
"27","00000","0000000","","2019","226","Y","15","15","8","18","6","5","*","*","*","*","5"
"27","00000","0000000","","2019","226","Y","15","15","11","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","226","Y","15","15","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","226","Y","15","15","13","18","28","15","","20.00","66.67","13.33","15"
"27","00000","0000000","","2019","227","Y","*","*","12","18","*","*","*","*","*","*","*"
"27","00000","0000000","","2019","227","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","1","Y","34","34","5","18","26","26","52.5","15.38","76.92","7.69","26"
"27","10272","0000000","","2019","1","Y","34","34","8","18","12","8","*","*","*","*","8"
"27","10272","0000000","","2019","1","Y","34","34","13","18","38","34","","11.76","79.41","8.82","34"
"27","10272","0000000","","2019","3","Y","27","27","5","18","20","20","57.3","10.00","80.00","10.00","20"
"27","10272","0000000","","2019","3","Y","27","27","8","18","10","7","*","*","*","*","7"
"27","10272","0000000","","2019","3","Y","27","27","13","18","30","27","","7.41","81.48","11.11","27"
"27","10272","0000000","","2019","4","Y","7","7","5","18","6","6","*","*","*","*","6"
"27","10272","0000000","","2019","4","Y","7","7","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","4","Y","7","7","13","18","8","7","","*","*","*","7"
"27","10272","0000000","","2019","6","Y","13","13","5","18","9","9","*","*","*","*","9"
"27","10272","0000000","","2019","6","Y","13","13","8","18","6","4","*","*","*","*","4"
"27","10272","0000000","","2019","6","Y","13","13","13","18","15","13","","0.00","84.62","15.38","13"
"27","10272","0000000","","2019","8","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","8","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","31","Y","22","22","5","18","18","18","54.2","11.11","83.33","5.56","18"
"27","10272","0000000","","2019","31","Y","22","22","8","18","6","4","*","*","*","*","4"
"27","10272","0000000","","2019","31","Y","22","22","13","18","24","22","","9.09","81.82","9.09","22"
"27","10272","0000000","","2019","51","Y","34","34","5","18","26","26","52.5","15.38","76.92","7.69","26"
"27","10272","0000000","","2019","51","Y","34","34","8","18","12","8","*","*","*","*","8"
"27","10272","0000000","","2019","51","Y","34","34","13","18","38","34","","11.76","79.41","8.82","34"
"27","10272","0000000","","2019","52","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","52","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","53","Y","32","32","5","18","24","24","52.7","16.67","75.00","8.33","24"
"27","10272","0000000","","2019","53","Y","32","32","8","18","12","8","*","*","*","*","8"
"27","10272","0000000","","2019","53","Y","32","32","13","18","36","32","","12.50","78.13","9.38","32"
"27","10272","0000000","","2019","75","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","75","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","78","Y","29","29","5","18","22","22","50.9","18.18","77.27","4.55","22"
"27","10272","0000000","","2019","78","Y","29","29","8","18","11","7","*","*","*","*","7"
"27","10272","0000000","","2019","78","Y","29","29","13","18","33","29","","13.79","79.31","6.90","29"
"27","10272","0000000","","2019","80","Y","4","4","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","80","Y","4","4","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","80","Y","4","4","13","18","4","4","","*","*","*","4"
"27","10272","0000000","","2019","90","Y","5","5","5","18","5","5","*","*","*","*","5"
"27","10272","0000000","","2019","90","Y","5","5","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","90","Y","5","5","13","18","7","5","","*","*","*","5"
"27","10272","0000000","","2019","91","Y","16","16","5","18","13","13","45.8","30.77","69.23","0.00","13"
"27","10272","0000000","","2019","91","Y","16","16","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","91","Y","16","16","13","18","17","16","","25.00","68.75","6.25","16"
"27","10272","0000000","","2019","92","Y","5","5","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","92","Y","5","5","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","92","Y","5","5","13","18","5","5","","*","*","*","5"
"27","10272","0000000","","2019","93","Y","4","4","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","93","Y","4","4","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","93","Y","4","4","13","18","5","4","","*","*","*","4"
"27","10272","0000000","","2019","94","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","94","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","94","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","111","Y","12","12","5","18","8","8","*","*","*","*","8"
"27","10272","0000000","","2019","111","Y","12","12","8","18","6","4","*","*","*","*","4"
"27","10272","0000000","","2019","111","Y","12","12","13","18","14","12","","16.67","75.00","8.33","12"
"27","10272","0000000","","2019","121","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","121","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","142","Y","21","21","5","18","17","17","45.6","23.53","76.47","0.00","17"
"27","10272","0000000","","2019","142","Y","21","21","8","18","6","4","*","*","*","*","4"
"27","10272","0000000","","2019","142","Y","21","21","13","18","23","21","","19.05","76.19","4.76","21"
"27","10272","0000000","","2019","160","Y","21","21","5","18","17","17","45.6","23.53","76.47","0.00","17"
"27","10272","0000000","","2019","160","Y","21","21","8","18","6","4","*","*","*","*","4"
"27","10272","0000000","","2019","160","Y","21","21","13","18","23","21","","19.05","76.19","4.76","21"
"27","10272","0000000","","2019","170","Y","21","21","5","18","17","17","45.6","23.53","76.47","0.00","17"
"27","10272","0000000","","2019","170","Y","21","21","8","18","7","4","*","*","*","*","4"
"27","10272","0000000","","2019","170","Y","21","21","13","18","24","21","","19.05","76.19","4.76","21"
"27","10272","0000000","","2019","180","Y","13","13","5","18","9","9","*","*","*","*","9"
"27","10272","0000000","","2019","180","Y","13","13","8","18","5","4","*","*","*","*","4"
"27","10272","0000000","","2019","180","Y","13","13","13","18","14","13","","0.00","84.62","15.38","13"
"27","10272","0000000","","2019","201","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","201","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","0000000","","2019","204","Y","21","21","5","18","17","17","54.3","11.76","82.35","5.88","17"
"27","10272","0000000","","2019","204","Y","21","21","8","18","6","4","*","*","*","*","4"
"27","10272","0000000","","2019","204","Y","21","21","13","18","23","21","","9.52","80.95","9.52","21"
"27","10272","0000000","","2019","224","Y","8","8","5","18","5","5","*","*","*","*","5"
"27","10272","0000000","","2019","224","Y","8","8","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","224","Y","8","8","13","18","10","8","","*","*","*","8"
"27","10272","0000000","","2019","226","Y","4","4","5","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","226","Y","4","4","8","18","*","*","*","*","*","*","*"
"27","10272","0000000","","2019","226","Y","4","4","13","18","4","4","","*","*","*","4"
"27","10272","2730232","","2019","1","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","1","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","1","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","3","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","3","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","3","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","6","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","6","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","31","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","31","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","51","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","51","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","51","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","53","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","53","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","53","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","78","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","78","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","80","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","80","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","91","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","91","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","93","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","93","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","111","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","111","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","142","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","142","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","160","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","160","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","170","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","170","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","180","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","180","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","204","Y","*","*","8","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","204","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","2730232","","2019","226","Y","*","*","5","18","*","*","*","*","*","*","*"
"27","10272","2730232","","2019","226","Y","*","*","13","18","*","*","","*","*","*","*"
"27","10272","6069512","","2019","1","Y","32","32","5","18","25","25","50.8","16.00","80.00","4.00","25"
"27","10272","6069512","","2019","1","Y","32","32","8","18","11","7","*","*","*","*","7"
"27","10272","6069512","","2019","1","Y","32","32","13","18","36","32","","12.50","84.38","3.13","32"
"27","10272","6069512","","2019","3","Y","25","25","5","18","19","19","55.3","10.53","84.21","5.26","19"
"27","10272","6069512","","2019","3","Y","25","25","8","18","9","6","*","*","*","*","6"
"27","10272","6069512","","2019","3","Y","25","25","13","18","28","25","","8.00","88.00","4.00","25"
"27","10272","6069512","","2019","4","Y","7","7","5","18","6","6","*","*","*","*","6"
